Date,Time,Element,status
27/12/2016,9:56:56,MDC_MDC AC Filter 12 VS,IN
27/12/2016,10:09:05,MDC_MDC AC Filter 12 VS,IN
28/12/2016,16:01:12,MDC_MDC AC Filter 12 VS,UIT
28/12/2016,16:01:30,MDC_MDC AC Filter 12 VS,UIT
28/12/2016,16:59:58,MDC_MDC AC Filter 12 VS,IN
28/12/2016,17:12:46,MDC_MDC AC Filter 12 VS,IN
29/12/2016,15:59:28,MDC_MDC AC Filter 12 VS,UIT
29/12/2016,16:05:19,MDC_MDC AC Filter 12 VS,UIT
29/12/2016,16:57:22,MDC_MDC AC Filter 12 VS,IN
29/12/2016,17:05:12,MDC_MDC AC Filter 12 VS,IN
4/1/2017,2:53:38,MDC_MDC AC Filter 12 VS,UIT
4/1/2017,2:53:44,MDC_MDC AC Filter 12 VS,UIT
4/1/2017,8:07:01,MDC_MDC AC Filter 12 VS,IN
4/1/2017,8:20:18,MDC_MDC AC Filter 12 VS,IN
5/1/2017,14:53:31,MDC_MDC AC Filter 12 VS,UIT
5/1/2017,14:55:25,MDC_MDC AC Filter 12 VS,UIT
5/1/2017,18:20:32,MDC_MDC AC Filter 12 VS,IN
5/1/2017,18:20:58,MDC_MDC AC Filter 12 VS,IN
6/1/2017,8:03:37,MDC_MDC AC Filter 12 VS,UIT
6/1/2017,8:03:44,MDC_MDC AC Filter 12 VS,UIT
6/1/2017,11:57:11,MDC_MDC AC Filter 12 VS,IN
6/1/2017,11:59:46,MDC_MDC AC Filter 12 VS,IN
6/1/2017,15:59:41,MDC_MDC AC Filter 12 VS,UIT
6/1/2017,16:00:32,MDC_MDC AC Filter 12 VS,UIT
6/1/2017,16:59:49,MDC_MDC AC Filter 12 VS,IN
6/1/2017,17:10:15,MDC_MDC AC Filter 12 VS,IN
7/1/2017,16:01:41,MDC_MDC AC Filter 12 VS,UIT
7/1/2017,16:05:45,MDC_MDC AC Filter 12 VS,UIT
7/1/2017,19:00:01,MDC_MDC AC Filter 12 VS,IN
7/1/2017,19:04:18,MDC_MDC AC Filter 12 VS,IN
8/1/2017,16:01:45,MDC_MDC AC Filter 12 VS,UIT
8/1/2017,16:08:12,MDC_MDC AC Filter 12 VS,UIT
8/1/2017,16:59:03,MDC_MDC AC Filter 12 VS,IN
8/1/2017,16:59:09,MDC_MDC AC Filter 12 VS,IN
9/1/2017,7:01:33,MDC_MDC AC Filter 12 VS,UIT
9/1/2017,7:05:52,MDC_MDC AC Filter 12 VS,UIT
9/1/2017,8:07:22,MDC_MDC AC Filter 12 VS,IN
9/1/2017,8:08:34,MDC_MDC AC Filter 12 VS,IN
9/1/2017,13:59:56,MDC_MDC AC Filter 12 VS,UIT
9/1/2017,14:01:49,MDC_MDC AC Filter 12 VS,UIT
9/1/2017,17:00:21,MDC_MDC AC Filter 12 VS,IN
9/1/2017,17:00:34,MDC_MDC AC Filter 12 VS,IN
10/1/2017,7:57:14,MDC_MDC AC Filter 12 VS,UIT
10/1/2017,8:04:16,MDC_MDC AC Filter 12 VS,UIT
10/1/2017,11:00:34,MDC_MDC AC Filter 12 VS,IN
10/1/2017,11:35:50,MDC_MDC AC Filter 12 VS,IN
11/1/2017,7:58:47,MDC_MDC AC Filter 12 VS,UIT
11/1/2017,8:04:00,MDC_MDC AC Filter 12 VS,UIT
11/1/2017,9:01:59,MDC_MDC AC Filter 12 VS,IN
11/1/2017,9:12:29,MDC_MDC AC Filter 12 VS,IN
14/1/2017,9:05:38,MDC_MDC AC Filter 12 VS,UIT
14/1/2017,9:06:26,MDC_MDC AC Filter 12 VS,UIT
14/1/2017,9:59:21,MDC_MDC AC Filter 12 VS,IN
14/1/2017,11:04:04,MDC_MDC AC Filter 12 VS,IN
16/1/2017,6:03:48,MDC_MDC AC Filter 12 VS,UIT
16/1/2017,6:03:53,MDC_MDC AC Filter 12 VS,UIT
16/1/2017,16:00:33,MDC_MDC AC Filter 12 VS,IN
16/1/2017,16:01:14,MDC_MDC AC Filter 12 VS,IN
17/1/2017,5:59:41,MDC_MDC AC Filter 12 VS,UIT
17/1/2017,6:00:12,MDC_MDC AC Filter 12 VS,UIT
17/1/2017,7:57:18,MDC_MDC AC Filter 12 VS,IN
17/1/2017,7:59:30,MDC_MDC AC Filter 12 VS,IN
17/1/2017,15:31:53,MDC_MDC AC Filter 12 VS,UIT
17/1/2017,15:32:11,MDC_MDC AC Filter 12 VS,UIT
17/1/2017,15:48:33,MDC_MDC AC Filter 12 VS,IN
17/1/2017,15:50:46,MDC_MDC AC Filter 12 VS,IN
17/1/2017,20:03:59,MDC_MDC AC Filter 12 VS,UIT
17/1/2017,20:07:27,MDC_MDC AC Filter 12 VS,UIT
17/1/2017,21:00:14,MDC_MDC AC Filter 12 VS,IN
17/1/2017,21:00:30,MDC_MDC AC Filter 12 VS,IN
17/1/2017,21:26:57,MDC_MDC AC Filter 12 VS,UIT
17/1/2017,21:32:01,MDC_MDC AC Filter 12 VS,UIT
17/1/2017,21:32:01,MDC_MDC AC Filter 12 VS,IN
17/1/2017,21:32:18,MDC_MDC AC Filter 12 VS,IN
19/1/2017,6:03:37,MDC_MDC AC Filter 12 VS,UIT
19/1/2017,6:03:47,MDC_MDC AC Filter 12 VS,UIT
19/1/2017,17:59:03,MDC_MDC AC Filter 12 VS,IN
19/1/2017,17:59:24,MDC_MDC AC Filter 12 VS,IN
20/1/2017,12:59:48,MDC_MDC AC Filter 12 VS,UIT
20/1/2017,12:59:57,MDC_MDC AC Filter 12 VS,UIT
20/1/2017,16:01:34,MDC_MDC AC Filter 12 VS,IN
20/1/2017,16:03:41,MDC_MDC AC Filter 12 VS,IN
21/1/2017,16:24:47,MDC_MDC AC Filter 12 VS,UIT
21/1/2017,16:32:02,MDC_MDC AC Filter 12 VS,UIT
21/1/2017,16:38:59,MDC_MDC AC Filter 12 VS,IN
21/1/2017,16:46:56,MDC_MDC AC Filter 12 VS,IN
23/1/2017,6:53:42,MDC_MDC AC Filter 12 VS,UIT
23/1/2017,6:53:49,MDC_MDC AC Filter 12 VS,UIT
23/1/2017,11:02:18,MDC_MDC AC Filter 12 VS,IN
23/1/2017,11:02:35,MDC_MDC AC Filter 12 VS,IN
23/1/2017,17:01:42,MDC_MDC AC Filter 12 VS,UIT
23/1/2017,17:01:59,MDC_MDC AC Filter 12 VS,UIT
23/1/2017,20:57:37,MDC_MDC AC Filter 12 VS,IN
23/1/2017,21:13:52,MDC_MDC AC Filter 12 VS,IN
24/1/2017,16:53:31,MDC_MDC AC Filter 12 VS,UIT
24/1/2017,16:58:48,MDC_MDC AC Filter 12 VS,UIT
24/1/2017,19:01:04,MDC_MDC AC Filter 12 VS,IN
24/1/2017,19:25:11,MDC_MDC AC Filter 12 VS,IN
25/1/2017,6:53:36,MDC_MDC AC Filter 12 VS,UIT
25/1/2017,6:54:00,MDC_MDC AC Filter 12 VS,UIT
25/1/2017,8:06:24,MDC_MDC AC Filter 12 VS,IN
25/1/2017,8:06:33,MDC_MDC AC Filter 12 VS,IN
26/1/2017,7:57:12,MDC_MDC AC Filter 12 VS,UIT
26/1/2017,8:00:22,MDC_MDC AC Filter 12 VS,UIT
26/1/2017,10:05:59,MDC_MDC AC Filter 12 VS,IN
26/1/2017,10:06:19,MDC_MDC AC Filter 12 VS,IN
26/1/2017,15:00:52,MDC_MDC AC Filter 12 VS,UIT
26/1/2017,15:06:52,MDC_MDC AC Filter 12 VS,UIT
26/1/2017,17:02:05,MDC_MDC AC Filter 12 VS,IN
26/1/2017,17:08:21,MDC_MDC AC Filter 12 VS,IN
28/1/2017,15:03:37,MDC_MDC AC Filter 12 VS,UIT
28/1/2017,15:03:45,MDC_MDC AC Filter 12 VS,UIT
28/1/2017,18:00:47,MDC_MDC AC Filter 12 VS,IN
28/1/2017,18:09:04,MDC_MDC AC Filter 12 VS,IN
30/1/2017,8:01:46,MDC_MDC AC Filter 12 VS,UIT
30/1/2017,8:02:02,MDC_MDC AC Filter 12 VS,UIT
30/1/2017,18:07:29,MDC_MDC AC Filter 12 VS,IN
30/1/2017,18:08:34,MDC_MDC AC Filter 12 VS,IN
31/1/2017,17:03:42,MDC_MDC AC Filter 12 VS,UIT
31/1/2017,17:05:04,MDC_MDC AC Filter 12 VS,UIT
31/1/2017,20:00:24,MDC_MDC AC Filter 12 VS,IN
31/1/2017,20:00:44,MDC_MDC AC Filter 12 VS,IN
1/2/2017,8:32:24,MDC_MDC AC Filter 12 VS,UIT
1/2/2017,8:37:27,MDC_MDC AC Filter 12 VS,UIT
1/2/2017,8:37:27,MDC_MDC AC Filter 12 VS,IN
1/2/2017,8:52:27,MDC_MDC AC Filter 12 VS,IN
2/2/2017,4:02:04,MDC_MDC AC Filter 12 VS,UIT
2/2/2017,4:02:08,MDC_MDC AC Filter 12 VS,UIT
2/2/2017,6:46:58,MDC_MDC AC Filter 12 VS,IN
2/2/2017,6:47:10,MDC_MDC AC Filter 12 VS,IN
3/2/2017,7:58:51,MDC_MDC AC Filter 12 VS,UIT
3/2/2017,7:58:58,MDC_MDC AC Filter 12 VS,UIT
3/2/2017,9:00:56,MDC_MDC AC Filter 12 VS,IN
3/2/2017,9:01:25,MDC_MDC AC Filter 12 VS,IN
6/2/2017,7:01:36,MDC_MDC AC Filter 12 VS,UIT
6/2/2017,7:11:40,MDC_MDC AC Filter 12 VS,UIT
6/2/2017,20:01:58,MDC_MDC AC Filter 12 VS,IN
6/2/2017,20:02:38,MDC_MDC AC Filter 12 VS,IN
7/2/2017,11:58:11,MDC_MDC AC Filter 12 VS,UIT
7/2/2017,11:58:41,MDC_MDC AC Filter 12 VS,UIT
7/2/2017,17:04:28,MDC_MDC AC Filter 12 VS,IN
7/2/2017,17:04:43,MDC_MDC AC Filter 12 VS,IN
8/2/2017,10:01:33,MDC_MDC AC Filter 12 VS,UIT
8/2/2017,10:05:02,MDC_MDC AC Filter 12 VS,UIT
8/2/2017,14:01:47,MDC_MDC AC Filter 12 VS,IN
8/2/2017,14:02:14,MDC_MDC AC Filter 12 VS,IN
8/2/2017,17:01:38,MDC_MDC AC Filter 12 VS,UIT
8/2/2017,17:01:47,MDC_MDC AC Filter 12 VS,UIT
8/2/2017,19:59:18,MDC_MDC AC Filter 12 VS,IN
8/2/2017,19:59:31,MDC_MDC AC Filter 12 VS,IN
9/2/2017,10:03:31,MDC_MDC AC Filter 12 VS,UIT
9/2/2017,10:03:36,MDC_MDC AC Filter 12 VS,UIT
9/2/2017,15:26:08,MDC_MDC AC Filter 12 VS,IN
9/2/2017,15:26:11,MDC_MDC AC Filter 12 VS,IN
9/2/2017,16:53:19,MDC_MDC AC Filter 12 VS,UIT
9/2/2017,16:59:31,MDC_MDC AC Filter 12 VS,UIT
9/2/2017,18:01:37,MDC_MDC AC Filter 12 VS,IN
9/2/2017,18:02:22,MDC_MDC AC Filter 12 VS,IN
11/2/2017,8:00:19,MDC_MDC AC Filter 12 VS,UIT
11/2/2017,8:04:01,MDC_MDC AC Filter 12 VS,UIT
11/2/2017,9:01:58,MDC_MDC AC Filter 12 VS,IN
11/2/2017,9:03:19,MDC_MDC AC Filter 12 VS,IN
13/2/2017,8:07:22,MDC_MDC AC Filter 12 VS,UIT
13/2/2017,8:07:30,MDC_MDC AC Filter 12 VS,UIT
13/2/2017,8:45:08,MDC_MDC AC Filter 12 VS,IN
13/2/2017,8:45:18,MDC_MDC AC Filter 12 VS,IN
13/2/2017,16:59:44,MDC_MDC AC Filter 12 VS,UIT
13/2/2017,17:03:00,MDC_MDC AC Filter 12 VS,UIT
13/2/2017,17:56:34,MDC_MDC AC Filter 12 VS,IN
13/2/2017,18:04:18,MDC_MDC AC Filter 12 VS,IN
15/2/2017,16:43:43,MDC_MDC AC Filter 12 VS,UIT
15/2/2017,16:48:49,MDC_MDC AC Filter 12 VS,UIT
15/2/2017,16:48:49,MDC_MDC AC Filter 12 VS,IN
15/2/2017,16:49:25,MDC_MDC AC Filter 12 VS,IN
17/2/2017,15:00:03,MDC_MDC AC Filter 12 VS,UIT
17/2/2017,15:06:31,MDC_MDC AC Filter 12 VS,UIT
17/2/2017,17:01:18,MDC_MDC AC Filter 12 VS,IN
17/2/2017,17:07:41,MDC_MDC AC Filter 12 VS,IN
18/2/2017,17:03:26,MDC_MDC AC Filter 12 VS,UIT
18/2/2017,17:03:36,MDC_MDC AC Filter 12 VS,UIT
18/2/2017,17:57:11,MDC_MDC AC Filter 12 VS,IN
18/2/2017,17:57:21,MDC_MDC AC Filter 12 VS,IN
20/2/2017,8:04:01,MDC_MDC AC Filter 12 VS,UIT
20/2/2017,8:05:14,MDC_MDC AC Filter 12 VS,UIT
20/2/2017,8:55:09,MDC_MDC AC Filter 12 VS,IN
20/2/2017,8:58:31,MDC_MDC AC Filter 12 VS,IN
3/3/2017,6:41:20,MDC_MDC AC Filter 12 VS,UIT
3/3/2017,6:46:58,MDC_MDC AC Filter 12 VS,UIT
3/3/2017,6:52:05,MDC_MDC AC Filter 12 VS,IN
3/3/2017,6:52:08,MDC_MDC AC Filter 12 VS,IN
7/3/2017,10:00:04,MDC_MDC AC Filter 12 VS,UIT
7/3/2017,10:06:23,MDC_MDC AC Filter 12 VS,UIT
7/3/2017,11:00:37,MDC_MDC AC Filter 12 VS,IN
7/3/2017,11:18:22,MDC_MDC AC Filter 12 VS,IN
7/3/2017,12:01:39,MDC_MDC AC Filter 12 VS,UIT
7/3/2017,12:01:43,MDC_MDC AC Filter 12 VS,UIT
7/3/2017,18:03:38,MDC_MDC AC Filter 12 VS,IN
7/3/2017,18:03:47,MDC_MDC AC Filter 12 VS,IN
9/3/2017,5:58:12,MDC_MDC AC Filter 12 VS,UIT
9/3/2017,6:00:41,MDC_MDC AC Filter 12 VS,UIT
9/3/2017,12:57:12,MDC_MDC AC Filter 12 VS,IN
9/3/2017,13:04:22,MDC_MDC AC Filter 12 VS,IN
13/3/2017,4:54:14,MDC_MDC AC Filter 12 VS,UIT
13/3/2017,4:54:31,MDC_MDC AC Filter 12 VS,UIT
13/3/2017,5:02:57,MDC_MDC AC Filter 12 VS,IN
13/3/2017,5:03:05,MDC_MDC AC Filter 12 VS,IN
13/3/2017,6:36:30,MDC_MDC AC Filter 12 VS,UIT
13/3/2017,6:36:36,MDC_MDC AC Filter 12 VS,UIT
13/3/2017,6:41:31,MDC_MDC AC Filter 12 VS,IN
13/3/2017,6:41:45,MDC_MDC AC Filter 12 VS,IN
16/3/2017,5:59:48,MDC_MDC AC Filter 12 VS,UIT
16/3/2017,5:59:59,MDC_MDC AC Filter 12 VS,UIT
16/3/2017,7:01:33,MDC_MDC AC Filter 12 VS,IN
16/3/2017,7:01:51,MDC_MDC AC Filter 12 VS,IN
18/3/2017,22:59:57,MDC_MDC AC Filter 12 VS,UIT
18/3/2017,23:00:29,MDC_MDC AC Filter 12 VS,UIT
19/3/2017,7:59:48,MDC_MDC AC Filter 12 VS,IN
19/3/2017,8:01:05,MDC_MDC AC Filter 12 VS,IN
20/3/2017,4:00:37,MDC_MDC AC Filter 12 VS,UIT
20/3/2017,4:01:16,MDC_MDC AC Filter 12 VS,UIT
20/3/2017,7:00:14,MDC_MDC AC Filter 12 VS,IN
20/3/2017,7:00:17,MDC_MDC AC Filter 12 VS,IN
21/3/2017,5:00:18,MDC_MDC AC Filter 12 VS,UIT
21/3/2017,5:00:24,MDC_MDC AC Filter 12 VS,UIT
21/3/2017,5:59:49,MDC_MDC AC Filter 12 VS,IN
21/3/2017,6:00:15,MDC_MDC AC Filter 12 VS,IN
27/3/2017,1:03:43,MDC_MDC AC Filter 12 VS,UIT
27/3/2017,1:07:42,MDC_MDC AC Filter 12 VS,UIT
27/3/2017,1:57:07,MDC_MDC AC Filter 12 VS,IN
27/3/2017,1:57:28,MDC_MDC AC Filter 12 VS,IN
28/3/2017,6:55:50,MDC_MDC AC Filter 12 VS,UIT
28/3/2017,7:04:23,MDC_MDC AC Filter 12 VS,UIT
28/3/2017,7:57:12,MDC_MDC AC Filter 12 VS,IN
28/3/2017,8:23:40,MDC_MDC AC Filter 12 VS,IN
30/3/2017,6:08:12,MDC_MDC AC Filter 12 VS,UIT
30/3/2017,6:08:47,MDC_MDC AC Filter 12 VS,UIT
30/3/2017,6:13:14,MDC_MDC AC Filter 12 VS,IN
30/3/2017,6:13:41,MDC_MDC AC Filter 12 VS,IN
31/3/2017,0:04:00,MDC_MDC AC Filter 12 VS,UIT
31/3/2017,0:04:11,MDC_MDC AC Filter 12 VS,UIT
31/3/2017,1:00:04,MDC_MDC AC Filter 12 VS,IN
31/3/2017,1:00:22,MDC_MDC AC Filter 12 VS,IN
31/3/2017,2:34:38,MDC_MDC AC Filter 12 VS,UIT
31/3/2017,2:34:44,MDC_MDC AC Filter 12 VS,UIT
31/3/2017,2:59:52,MDC_MDC AC Filter 12 VS,IN
31/3/2017,3:00:05,MDC_MDC AC Filter 12 VS,IN
31/3/2017,4:41:24,MDC_MDC AC Filter 12 VS,UIT
31/3/2017,4:54:43,MDC_MDC AC Filter 12 VS,UIT
31/3/2017,5:40:07,MDC_MDC AC Filter 12 VS,IN
31/3/2017,5:40:17,MDC_MDC AC Filter 12 VS,IN
31/3/2017,6:48:41,MDC_MDC AC Filter 12 VS,UIT
31/3/2017,6:48:50,MDC_MDC AC Filter 12 VS,UIT
31/3/2017,7:00:21,MDC_MDC AC Filter 12 VS,IN
31/3/2017,7:30:12,MDC_MDC AC Filter 12 VS,IN
3/4/2017,11:03:22,MDC_MDC AC Filter 12 VS,UIT
3/4/2017,11:05:25,MDC_MDC AC Filter 12 VS,UIT
3/4/2017,12:01:09,MDC_MDC AC Filter 12 VS,IN
3/4/2017,12:01:51,MDC_MDC AC Filter 12 VS,IN
10/4/2017,8:01:33,MDC_MDC AC Filter 12 VS,UIT
10/4/2017,8:03:38,MDC_MDC AC Filter 12 VS,UIT
12/4/2017,20:37:59,MDC_MDC AC Filter 12 VS,IN
12/4/2017,20:39:37,MDC_MDC AC Filter 12 VS,IN
14/4/2017,8:58:22,MDC_MDC AC Filter 12 VS,UIT
14/4/2017,8:59:59,MDC_MDC AC Filter 12 VS,UIT
14/4/2017,10:59:49,MDC_MDC AC Filter 12 VS,IN
14/4/2017,10:59:59,MDC_MDC AC Filter 12 VS,IN
14/4/2017,16:25:07,MDC_MDC AC Filter 12 VS,UIT
14/4/2017,16:26:19,MDC_MDC AC Filter 12 VS,UIT
14/4/2017,16:45:33,MDC_MDC AC Filter 12 VS,IN
14/4/2017,17:03:43,MDC_MDC AC Filter 12 VS,IN
19/4/2017,7:01:42,MDC_MDC AC Filter 12 VS,UIT
19/4/2017,7:01:48,MDC_MDC AC Filter 12 VS,UIT
19/4/2017,8:04:48,MDC_MDC AC Filter 12 VS,IN
19/4/2017,8:08:35,MDC_MDC AC Filter 12 VS,IN
20/4/2017,7:01:33,MDC_MDC AC Filter 12 VS,UIT
20/4/2017,7:03:04,MDC_MDC AC Filter 12 VS,UIT
20/4/2017,8:05:17,MDC_MDC AC Filter 12 VS,IN
20/4/2017,8:07:31,MDC_MDC AC Filter 12 VS,IN
24/4/2017,23:05:22,MDC_MDC AC Filter 12 VS,UIT
24/4/2017,23:07:30,MDC_MDC AC Filter 12 VS,UIT
24/4/2017,23:59:09,MDC_MDC AC Filter 12 VS,IN
25/4/2017,0:13:04,MDC_MDC AC Filter 12 VS,IN
21/10/2016,19:11:38,MDC_MDC AC Filter 21 VS,IN
21/10/2016,19:12:34,MDC_MDC AC Filter 21 VS,IN
21/10/2016,19:12:34,MDC_MDC AC Filter 21 VS,UIT
21/10/2016,19:21:59,MDC_MDC AC Filter 21 VS,UIT
27/11/2016,16:46:08,MDC_MDC AC Filter 21 VS,IN
27/11/2016,16:49:07,MDC_MDC AC Filter 21 VS,IN
27/11/2016,16:49:48,MDC_MDC AC Filter 21 VS,UIT
27/11/2016,16:51:13,MDC_MDC AC Filter 21 VS,UIT
13/2/2017,23:48:43,MDC_MDC AC Filter 21 VS,IN
13/2/2017,23:48:53,MDC_MDC AC Filter 21 VS,IN
13/2/2017,23:50:57,MDC_MDC AC Filter 21 VS,UIT
14/2/2017,0:02:17,MDC_MDC AC Filter 21 VS,UIT
14/2/2017,7:34:28,MDC_MDC AC Filter 21 VS,IN
14/2/2017,7:37:18,MDC_MDC AC Filter 21 VS,IN
14/2/2017,7:37:18,MDC_MDC AC Filter 21 VS,UIT
14/2/2017,7:59:00,MDC_MDC AC Filter 21 VS,UIT
20/3/2017,11:24:53,MDC_MDC AC Filter 21 VS,IN
20/3/2017,11:25:24,MDC_MDC AC Filter 21 VS,IN
20/3/2017,11:27:28,MDC_MDC AC Filter 21 VS,UIT
20/3/2017,11:28:24,MDC_MDC AC Filter 21 VS,UIT
22/3/2017,21:41:13,MDC_MDC AC Filter 21 VS,IN
22/3/2017,21:41:32,MDC_MDC AC Filter 21 VS,IN
22/3/2017,21:41:32,MDC_MDC AC Filter 21 VS,UIT
22/3/2017,21:41:54,MDC_MDC AC Filter 21 VS,UIT
14/4/2017,12:02:10,MDC_MDC AC Filter 21 VS,IN
14/4/2017,12:02:20,MDC_MDC AC Filter 21 VS,IN
14/4/2017,13:43:57,MDC_MDC AC Filter 21 VS,UIT
14/4/2017,13:44:03,MDC_MDC AC Filter 21 VS,UIT
14/4/2017,13:52:00,MDC_MDC AC Filter 21 VS,IN
14/4/2017,13:53:40,MDC_MDC AC Filter 21 VS,IN
14/4/2017,13:56:08,MDC_MDC AC Filter 21 VS,UIT
14/4/2017,13:59:07,MDC_MDC AC Filter 21 VS,UIT
14/4/2017,15:01:58,MDC_MDC AC Filter 21 VS,IN
14/4/2017,15:02:24,MDC_MDC AC Filter 21 VS,IN
14/4/2017,15:49:23,MDC_MDC AC Filter 21 VS,UIT
14/4/2017,15:50:56,MDC_MDC AC Filter 21 VS,UIT
14/4/2017,15:54:31,MDC_MDC AC Filter 21 VS,IN
14/4/2017,15:58:15,MDC_MDC AC Filter 21 VS,IN
14/4/2017,15:58:42,MDC_MDC AC Filter 21 VS,UIT
14/4/2017,15:58:46,MDC_MDC AC Filter 21 VS,UIT
14/4/2017,18:04:01,MDC_MDC AC Filter 21 VS,IN
14/4/2017,18:23:19,MDC_MDC AC Filter 21 VS,IN
14/4/2017,18:53:19,MDC_MDC AC Filter 21 VS,UIT
14/4/2017,18:58:22,MDC_MDC AC Filter 21 VS,UIT
14/4/2017,18:58:22,MDC_MDC AC Filter 21 VS,IN
14/4/2017,18:59:24,MDC_MDC AC Filter 21 VS,IN
15/4/2017,0:02:00,MDC_MDC AC Filter 21 VS,UIT
15/4/2017,0:06:13,MDC_MDC AC Filter 21 VS,UIT
15/4/2017,9:26:03,MDC_MDC AC Filter 21 VS,IN
15/4/2017,9:26:21,MDC_MDC AC Filter 21 VS,IN
15/4/2017,9:26:21,MDC_MDC AC Filter 21 VS,UIT
15/4/2017,9:26:26,MDC_MDC AC Filter 21 VS,UIT
15/4/2017,11:58:12,MDC_MDC AC Filter 21 VS,IN
15/4/2017,12:01:23,MDC_MDC AC Filter 21 VS,IN
15/4/2017,12:13:44,MDC_MDC AC Filter 21 VS,UIT
15/4/2017,12:13:49,MDC_MDC AC Filter 21 VS,UIT
15/4/2017,12:55:33,MDC_MDC AC Filter 21 VS,IN
15/4/2017,13:00:39,MDC_MDC AC Filter 21 VS,IN
15/4/2017,13:00:39,MDC_MDC AC Filter 21 VS,UIT
15/4/2017,13:01:24,MDC_MDC AC Filter 21 VS,UIT
15/4/2017,18:09:58,MDC_MDC AC Filter 21 VS,IN
15/4/2017,18:10:07,MDC_MDC AC Filter 21 VS,IN
15/4/2017,18:44:53,MDC_MDC AC Filter 21 VS,UIT
15/4/2017,18:48:15,MDC_MDC AC Filter 21 VS,UIT
15/4/2017,18:59:27,MDC_MDC AC Filter 21 VS,IN
15/4/2017,19:17:17,MDC_MDC AC Filter 21 VS,IN
15/4/2017,23:02:53,MDC_MDC AC Filter 21 VS,UIT
15/4/2017,23:05:46,MDC_MDC AC Filter 21 VS,UIT
15/4/2017,23:10:38,MDC_MDC AC Filter 21 VS,IN
15/4/2017,23:11:42,MDC_MDC AC Filter 21 VS,IN
15/4/2017,23:20:47,MDC_MDC AC Filter 21 VS,UIT
15/4/2017,23:22:11,MDC_MDC AC Filter 21 VS,UIT
15/4/2017,23:25:51,MDC_MDC AC Filter 21 VS,IN
15/4/2017,23:26:12,MDC_MDC AC Filter 21 VS,IN
15/4/2017,23:59:08,MDC_MDC AC Filter 21 VS,UIT
15/4/2017,23:59:15,MDC_MDC AC Filter 21 VS,UIT
16/4/2017,0:23:24,MDC_MDC AC Filter 21 VS,IN
16/4/2017,0:23:29,MDC_MDC AC Filter 21 VS,IN
16/4/2017,0:26:57,MDC_MDC AC Filter 21 VS,UIT
16/4/2017,0:27:00,MDC_MDC AC Filter 21 VS,UIT
16/4/2017,3:22:06,MDC_MDC AC Filter 21 VS,IN
16/4/2017,3:22:16,MDC_MDC AC Filter 21 VS,IN
16/4/2017,3:25:58,MDC_MDC AC Filter 21 VS,UIT
16/4/2017,3:26:05,MDC_MDC AC Filter 21 VS,UIT
16/4/2017,8:59:19,MDC_MDC AC Filter 21 VS,IN
16/4/2017,9:53:26,MDC_MDC AC Filter 21 VS,IN
16/4/2017,16:02:07,MDC_MDC AC Filter 21 VS,UIT
16/4/2017,16:25:09,MDC_MDC AC Filter 21 VS,UIT
16/4/2017,16:25:09,MDC_MDC AC Filter 21 VS,IN
16/4/2017,16:25:24,MDC_MDC AC Filter 21 VS,IN
16/4/2017,16:31:16,MDC_MDC AC Filter 21 VS,UIT
16/4/2017,16:37:56,MDC_MDC AC Filter 21 VS,UIT
16/4/2017,16:41:09,MDC_MDC AC Filter 21 VS,IN
16/4/2017,16:41:17,MDC_MDC AC Filter 21 VS,IN
16/4/2017,16:48:03,MDC_MDC AC Filter 21 VS,UIT
16/4/2017,16:48:28,MDC_MDC AC Filter 21 VS,UIT
16/4/2017,17:59:56,MDC_MDC AC Filter 21 VS,IN
16/4/2017,18:00:08,MDC_MDC AC Filter 21 VS,IN
17/4/2017,23:01:47,MDC_MDC AC Filter 21 VS,UIT
17/4/2017,23:15:58,MDC_MDC AC Filter 21 VS,UIT
18/4/2017,0:01:38,MDC_MDC AC Filter 21 VS,IN
18/4/2017,0:07:34,MDC_MDC AC Filter 21 VS,IN
18/4/2017,6:00:38,MDC_MDC AC Filter 21 VS,UIT
18/4/2017,6:03:24,MDC_MDC AC Filter 21 VS,UIT
18/4/2017,6:59:28,MDC_MDC AC Filter 21 VS,IN
18/4/2017,7:03:05,MDC_MDC AC Filter 21 VS,IN
18/4/2017,8:17:52,MDC_MDC AC Filter 21 VS,UIT
18/4/2017,8:23:56,MDC_MDC AC Filter 21 VS,UIT
18/4/2017,8:33:39,MDC_MDC AC Filter 21 VS,IN
18/4/2017,8:38:13,MDC_MDC AC Filter 21 VS,IN
18/4/2017,8:38:13,MDC_MDC AC Filter 21 VS,UIT
18/4/2017,8:43:47,MDC_MDC AC Filter 21 VS,UIT
18/4/2017,8:58:11,MDC_MDC AC Filter 21 VS,IN
18/4/2017,8:58:27,MDC_MDC AC Filter 21 VS,IN
19/4/2017,6:51:41,MDC_MDC AC Filter 21 VS,UIT
19/4/2017,6:52:05,MDC_MDC AC Filter 21 VS,UIT
19/4/2017,8:58:59,MDC_MDC AC Filter 21 VS,IN
19/4/2017,9:00:43,MDC_MDC AC Filter 21 VS,IN
20/4/2017,6:00:13,MDC_MDC AC Filter 21 VS,UIT
20/4/2017,6:07:37,MDC_MDC AC Filter 21 VS,UIT
20/4/2017,8:09:17,MDC_MDC AC Filter 21 VS,IN
20/4/2017,8:09:33,MDC_MDC AC Filter 21 VS,IN
21/4/2017,0:27:57,MDC_MDC AC Filter 21 VS,UIT
